duration,amplitude,abs_amplitude,direction,volatility,price_range,curvature,volume_change,avg_volume,volume_volatility,stroke_id,stroke_length,symbol
86400.0,-1.0,1.0,down,0.5,1.0,0.0,-1.0,0.5,0.5,0,2,NVDA
432000.0,-0.4978452567631533,0.4978452567631533,down,0.3951742251492324,1.0,1.2510773716184234,-0.00792303612484041,0.38547509825265525,0.3716501041745023,1,4,NVDA
86400.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,2,2,NVDA
86400.0,1.0,1.0,up,0.5,1.0,0.0,1.0,0.5,0.5,3,2,NVDA
86400.0,-1.0,1.0,down,0.5,1.0,0.0,-1.0,0.5,0.5,4,2,NVDA
518400.0,-0.9136775201128273,0.9136775201128273,down,0.37902672989727937,1.0,0.23196131395844058,0.6980621813630759,0.3477594187694403,0.3419216882288465,5,5,NVDA
432000.0,1.0,1.0,up,0.3542252165929246,1.0,0.4515777390557544,0.7421401577169185,0.46027413619745816,0.37391430422088,6,4,NVDA
172800.0,-1.0,1.0,down,0.42907350526300586,1.0,0.560243975903614,-1.0,0.4628761084525963,0.41161029301259394,7,3,NVDA
691200.0,1.0,1.0,up,0.391776374421013,1.0,0.15956291946308743,-0.06746480166747858,0.380446457805924,0.328702571316749,8,7,NVDA
345600.0,-1.0,1.0,down,0.41220706796410245,1.0,0.24179330807968769,1.0,0.34596730275692344,0.4627297378671715,9,3,NVDA
172800.0,0.8771508255391259,0.8771508255391259,up,0.4452821191122281,1.0,1.1228491744608742,-1.0,0.4535246390298518,0.4135052418304729,10,3,NVDA
172800.0,-0.6323053854352989,0.6323053854352989,down,0.4129849916603596,1.0,1.367694614564701,1.0,0.4603804803320695,0.4120753321227828,11,3,NVDA
432000.0,-0.3922256864243965,0.3922256864243965,down,0.40413048030049353,1.0,1.2685516860404191,-0.47118697285838695,0.4953047316543443,0.3546150048850244,12,4,NVDA
86400.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,13,2,NVDA
86400.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,14,2,NVDA
432000.0,-1.0,1.0,down,0.3966451647720003,1.0,0.2551020408163219,-0.22263217097862764,0.46635085387053893,0.4307315087318818,15,4,NVDA
518400.0,1.0,1.0,up,0.3596065822515545,1.0,0.12305203805873266,0.7273324491955686,0.32100137979075405,0.3525365844731215,16,5,NVDA
86400.0,1.0,1.0,up,0.5,1.0,0.0,1.0,0.5,0.5,17,2,NVDA
691200.0,-1.0,1.0,down,0.3323566941412936,1.0,0.3109706222961816,-0.6240924997435977,0.24067082930199055,0.33018485544896276,18,7,NVDA
432000.0,0.46308090582671696,0.46308090582671696,up,0.4106871775484388,1.0,1.2588896300009464,-0.5261929255361241,0.44489339694095575,0.37059419056042997,19,4,NVDA
172800.0,-0.9077809798270872,0.9077809798270872,down,0.45124157794756536,1.0,1.0922190201729127,0.5894665045972588,0.4701778318009137,0.41042099129900245,20,3,NVDA
604800.0,-0.6526757607555117,0.6526757607555117,down,0.34946044522376857,1.0,0.7867266526757597,0.8010653659524394,0.323982193275601,0.33135419923633286,21,6,NVDA
86400.0,-1.0,1.0,down,0.5,1.0,0.0,1.0,0.5,0.5,22,2,NVDA
259200.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,23,2,NVDA
