datetime,open,high,low,close,volume,smoothed_close,is_critical,critical_type,critical_subtype,ma_short,ma_long,volume_ma
2025-09-02,229.25,230.85001,226.97,229.72,44075600,229.81085714285712,False,,,229.72,229.72,44075600.0
2025-09-03,237.21001,238.85001,234.36,238.47,66427800,238.10657142857133,False,,,234.095,234.095,55251700.0
2025-09-04,238.45,239.89999,236.74001,239.78,47549400,240.325142857143,True,extremum,peak,235.99,235.99,52684266.666666664
2025-09-05,240.0,241.32001,238.49001,239.69,54870400,239.66257057142872,False,,,236.915,236.915,53230800.0
2025-09-08,239.3,240.14999,236.34,237.88,48999500,238.07800428571443,False,,,237.108,237.108,52384540.0
2025-09-09,237.0,238.78,233.36,234.35001,66313900,232.880858657143,True,,,238.03400200000002,236.648335,54706100.0
2025-09-10,232.19,232.42,225.95,226.78999,83440800,228.91828334285728,True,extremum,trough,235.698,235.24,58811057.14285714
2025-09-11,226.88,230.45,226.64999,230.029999,50208600,229.36228334285727,True,,,233.74799979999997,234.588749875,57735750.0
2025-09-12,229.22,234.50999,229.020004,234.070007,55824200,233.86086191428583,False,,,232.6240012,234.53111177777777,57523355.55555555
2025-09-15,237.0,238.19,235.029999,236.7,42699500,236.6708553428573,False,,,232.38800120000002,234.74800059999998,56040970.0
2025-09-16,237.17999,241.22,236.32001,238.14999,63421100,238.313712257143,False,,,233.14799720000002,235.05727236363637,57975520.0
2025-09-17,238.97,240.10001,237.73,238.99001,46508000,237.95971571428584,True,,,235.5880012,235.38500050000002,55983540.0
2025-09-18,239.97,241.2,236.64999,237.88,44249600,239.29000540000013,False,,,237.15800140000002,235.57692353846156,55653560.0
2025-09-19,241.23,246.3,240.21001,245.5,163741300,246.30742411428588,True,,,239.44400000000002,236.28571471428572,66540650.0
2025-09-22,248.3,256.64001,248.12,256.079987,105517400,253.769990257143,False,,,243.3199974,237.60533286666666,72192440.0
2025-09-23,255.88,257.34,253.58,254.42999,60275200,254.8251335428573,False,,,246.5759974,238.6568739375,71588570.0
2025-09-24,255.22,255.74001,251.039993,252.31,42303700,254.00713968571444,False,,,249.2399954,239.45999899999998,67474860.0
2025-09-25,253.21001,257.17001,251.71001,256.87,55202100,255.24143371428588,False,,,253.0379954,240.4272212777778,67974210.0
2025-09-26,254.10001,257.60001,253.78,255.46001,46076300,255.93143000000015,True,extremum,peak,255.0299974,241.2184206842105,66999420.0
2025-09-29,254.56,255.0,253.0099945,254.42999,40127700,254.55514142857157,True,extremum,trough,254.699998,241.87899914999997,66742240.0
2025-09-30,254.86,255.92,253.11,254.63,37704300,254.5571385714287,False,,,254.74,243.12449914999996,64170560.0
2025-10-01,255.039993,258.79001,254.92999,255.45,48713900,255.61200180000014,False,,,255.368,243.97349915,64391150.0
2025-10-02,256.57999,258.17999,254.14999,257.13,42630200,257.1111390857144,False,,,255.42,244.84099914999996,64229210.0
2025-10-03,254.67,259.23999,253.95,258.019989,49155600,257.611136657143,True,extremum,peak,255.9319958,245.75749860000002,52770640.0
2025-10-06,257.98999,259.070007,255.050003,256.69,44664100,256.91885697142874,False,,,256.3839978,246.69799859999998,46685310.0
2025-10-07,256.81,257.39999,255.42999,256.48001,31955800,257.170862857143,False,,,256.75399980000003,247.8044986,43853370.0
2025-10-08,256.51999,258.51999,256.10999,258.059998,36496900,257.3537143428573,False,,,257.2759994,249.36799899999997,43272690.0
2025-10-09,257.81,258.0,253.14,254.039993,38322000,252.74913791428588,False,,,256.657998,250.56849870000002,41584680.0
2025-10-10,254.94,256.38,244.0,245.27,61999100,247.78571205714303,False,,,254.10800020000002,251.12849835000003,43176960.0
2025-10-13,249.38,249.69,245.56,247.66,38142900,246.18742917142873,True,extremum,trough,252.30200019999998,251.67649835000003,42978480.0
2025-10-14,246.60001,248.85001,244.7,247.77,35478000,248.51228571428587,True,,,250.55999819999997,252.15749885,42755850.0
2025-10-15,249.49001,251.82001,247.47,249.34,33893600,248.04485800000018,False,,,248.8159986,252.67499834999998,41273820.0
2025-10-16,248.25,249.039993,245.13,247.45,39777000,248.4622831428573,False,,,247.498,253.15349834999998,40988500.0
2025-10-17,248.020004,253.38,247.27,252.28999,49147000,253.39656400000013,False,,,248.901998,253.49299785,40987640.0
2025-10-20,255.89,264.38,255.63,262.23999,90483000,260.6028445714287,True,,,251.817996,253.800998,45569530.0
2025-10-21,261.88,265.29001,261.82999,262.76999,46695900,262.2788540000002,True,extremum,peak,254.817994,254.217998,47043540.0
2025-10-22,262.64999,262.85001,255.42999,258.45001,45015300,259.619140857143,False,,,256.639996,254.52499849999998,47895380.0
2025-10-23,259.94,260.62,258.01001,259.57999,32754900,259.23886000000016,True,extremum,trough,259.065994,254.66049800000002,47338670.0
2025-10-24,261.19,264.13,259.17999,262.82001,38253700,263.60771485714304,False,,,261.17199800000003,255.02849799999998,44964130.0
2025-10-27,264.88,269.12,264.64999,268.81,44888200,267.5362891428573,False,,,262.486,255.74749850000003,45638660.0
2025-10-28,268.98999,269.89001,268.14999,269.0,41534800,269.49886057142874,False,,,263.732002,256.4659985,46244340.0
2025-10-29,269.28,271.41,267.10999,269.70001,51086700,270.06171571428587,False,,,265.982002,257.178499,47963650.0
2025-10-30,271.98999,274.14001,268.48001,271.39999,69886500,270.87114245714304,True,extremum,peak,268.34600200000006,257.89199850000006,50974600.0
2025-10-31,276.98999,277.32001,269.16,270.37,86167100,270.3562765428573,True,,,269.856,258.50949905000004,54676610.0
2025-11-03,270.42001,270.85001,266.25,269.049988,50194600,269.54714011428587,False,,,269.9039976,259.12749845,50647770.0
2025-11-04,268.32999,271.48999,267.62,270.040009,49274800,269.7297188285716,False,,,270.1119994,259.80549840000003,50905660.0
2025-11-05,268.60999,271.70001,266.92999,270.14001,43683100,270.2154341142859,False,,,270.19999939999997,260.409499,50772440.0
2025-11-06,267.89001,273.39999,267.89001,269.76999,51204000,269.4571415142859,False,,,269.87399940000006,261.19599885,52617350.0
2025-11-07,269.79999,272.29001,266.76999,268.47,48227400,268.5205637142859,True,extremum,trough,269.4939994,262.35599885,53614720.0
2025-11-10,268.95999,273.73001,267.45999,269.42999,41312400,270.7208531428573,False,,,269.5699998,263.44449835,53257140.0
2025-11-11,269.81,275.91,269.79999,275.25,46208300,273.42256714285725,False,,,270.61199799999997,264.81849835,53724490.0
2025-11-12,275.0,275.73001,271.70001,273.47,48398000,274.3391471428573,True,extremum,peak,271.27799600000003,266.02499835000003,53455620.0
2025-11-13,274.10999,276.70001,272.089996,272.95001,49602800,273.2165771428573,False,,,271.91400000000004,267.29999885,51427250.0
2025-11-14,271.049988,275.95999,269.60001,272.41,47431300,271.23314285714304,False,,,272.702,268.30599935,47553670.0
2025-11-17,268.82001,270.48999,265.73001,267.45999,45018300,268.58542285714304,False,,,272.308,268.56699935,47036040.0
2025-11-18,269.98999,270.70999,265.32001,267.44,45677300,267.50685371428585,False,,,270.746,268.80049985,46676290.0
2025-11-19,265.53,272.20999,265.5,268.56,40424500,267.22714457142877,True,extremum,trough,269.764,269.30599935,46350430.0
2025-11-20,270.82999,275.42999,265.92001,266.25,45823600,267.9154251428573,True,,,268.42399800000004,269.63949985,45812390.0
2025-11-21,265.95001,273.32999,265.67001,271.48999,58784100,270.37970657142847,False,,,268.23999599999996,270.07299885000003,46868060.0
2025-11-24,271.01,276.51,271.01,275.83,1343507,276.1075708571427,False,,,269.913998,270.42399885,42871170.7
