duration,amplitude,abs_amplitude,direction,volatility,price_range,curvature,volume_change,avg_volume,volume_volatility,stroke_id,stroke_length,symbol
518400.0,0.7932957200671706,0.7932957200671706,up,0.365770338643555,1.0,0.38656108633096564,0.332352394768152,0.3955681867591081,0.3714231182248883,0,5,TSLA
86400.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,1,2,TSLA
259200.0,1.0,1.0,up,0.4075194851073796,1.0,0.26863375536042516,1.0,0.39921606886105,0.380428088519897,2,4,TSLA
259200.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,3,2,TSLA
691200.0,0.6541172291364232,0.6541172291364232,up,0.29631123244827784,1.0,0.4666939953324739,-1.0,0.2743409374794556,0.30972031968067865,4,7,TSLA
86400.0,1.0,1.0,up,0.5,1.0,0.0,1.0,0.5,0.5,5,2,TSLA
518400.0,0.09048246154827222,0.09048246154827222,flat,0.3693843048349859,1.0,0.8112201021503823,-0.6885024678953583,0.5395464646390565,0.3815586559354644,6,5,TSLA
259200.0,-0.5025315558555525,0.5025315558555525,down,0.37557260441420226,1.0,0.9363813702328722,0.9390145408692598,0.5795817305390177,0.41290624270618864,7,4,TSLA
345600.0,0.1391974640489042,0.1391974640489042,up,0.4422614787025486,1.0,1.8608025359510958,-0.6454235290922272,0.4515254903025909,0.4139640356932895,8,3,TSLA
259200.0,-0.7777777072310682,0.7777777072310682,down,0.39091430006533395,1.0,0.548611369598663,0.2294191919191919,0.4534722222222222,0.4396368235080828,9,4,TSLA
259200.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,10,2,TSLA
86400.0,-1.0,1.0,down,0.5,1.0,0.0,-1.0,0.5,0.5,11,2,TSLA
86400.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,12,2,TSLA
432000.0,0.6573879322205198,0.6573879322205198,up,0.3629452132816397,1.0,0.5192722265911294,-0.306068107103535,0.45800406831012863,0.3644270342929696,13,4,TSLA
86400.0,-1.0,1.0,down,0.5,1.0,0.0,-1.0,0.5,0.5,14,2,TSLA
172800.0,0.6373620006373637,0.6373620006373637,up,0.41335169830682095,1.0,1.3626379993626363,1.0,0.46985838165213417,0.41046766130832213,15,3,TSLA
432000.0,0.43123310892027944,0.43123310892027944,up,0.3625862232508311,1.0,0.829855881422244,-1.0,0.46614550308334823,0.36511988019514174,16,4,TSLA
172800.0,-0.9551602055114413,0.9551602055114413,down,0.4611991164781981,1.0,1.0448397944885586,-0.634131550048352,0.455289483317216,0.41311587632376184,17,3,TSLA
345600.0,1.0,1.0,up,0.41008504018548647,1.0,0.16448502457906788,1.0,0.6266193584856992,0.44579321501490654,18,3,TSLA
345600.0,-1.0,1.0,down,0.3552206540727951,1.0,0.6531100335195101,0.7542163283082345,0.38392021640022855,0.4121530574318794,19,5,TSLA
259200.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,20,2,TSLA
86400.0,-1.0,1.0,down,0.5,1.0,0.0,-1.0,0.5,0.5,21,2,TSLA
864000.0,-1.0,1.0,down,0.31240556115332724,1.0,0.26946509803943697,0.6560375282330456,0.525012479075142,0.35548856097876347,22,9,TSLA
259200.0,1.0,1.0,up,0.5,1.0,0.0,-1.0,0.5,0.5,23,2,TSLA
