datetime,open,high,low,close,volume,smoothed_close,is_critical,critical_type,critical_subtype,ma_short,ma_long,volume_ma
2025-09-02,328.23001,333.32999,325.60001,329.35999,58392000,329.82827577142837,False,,,329.35999,329.35999,58392000.0
2025-09-03,335.20001,343.32999,328.51001,334.089996,88733300,332.21685291428565,False,,,331.724993,331.724993,73562650.0
2025-09-04,336.14999,338.89001,331.48001,338.53,60711000,341.3397146285716,False,,,333.9933286666666,333.9933286666666,69278766.66666667
2025-09-05,348.0,355.87,344.67999,350.84,108989800,346.8645683428573,False,,,338.2049965,338.2049965,79206525.0
2025-09-08,354.64001,358.44,344.84,346.39999,75208300,348.67313714285734,True,extremum,peak,339.8439952,339.8439952,78406880.0
2025-09-09,348.44,350.76999,343.82001,346.97,53816000,344.8520000000002,True,extremum,trough,343.3659972,341.03166266666665,74308400.0
2025-09-10,350.54999,356.32999,346.070007,347.79001,72121700,350.7077200000002,False,,,346.10600000000005,341.9971408571428,73996014.28571428
2025-09-11,350.17001,368.98999,347.60001,368.81,103756000,369.2428598000002,False,,,352.162,345.34874824999997,77716012.5
2025-09-12,370.94,396.69,370.23999,395.94,168156400,393.39857365714306,True,,,361.18199999999996,350.9699984444444,87764944.44444445
2025-09-15,423.13,425.70001,402.42999,410.040009,163823700,411.3540052285716,True,,,373.9100038,356.8769995,95370820.0
2025-09-16,414.5,423.25,411.42999,421.62,104285700,421.7134273714288,False,,,388.84000380000003,362.7627268181818,99960190.0
2025-09-17,415.75,428.31,409.67001,425.85999,106133500,422.65514005714306,False,,,404.4539998,368.02083208333335,101700210.0
2025-09-18,428.87,432.22,416.56,416.85001,90454500,421.2034332571431,False,,,414.06200179999996,371.77692269230766,104674560.0
2025-09-19,421.82001,429.47,421.72,426.070007,93131000,425.7365748285717,False,,,420.0880032,375.65500014285715,103088680.0
2025-09-22,431.10999,444.98001,429.13,434.20999,97108800,429.3054278285716,False,,,424.9219994,379.55866613333336,105278730.0
2025-09-23,439.88,440.97,423.72,425.85001,83422700,434.7162891142859,True,extremum,peak,425.76800139999995,382.451875125,108239400.0
2025-09-24,429.82999,444.20999,429.029999,442.79001,93133600,431.2708705714288,True,extremum,trough,429.1540054,386.0011771764706,110340590.0
2025-09-25,435.23999,435.35001,419.079987,423.39001,96746400,433.9637191428574,False,,,430.4620054,388.07833455555556,109639630.0
2025-09-26,428.29999,440.47,421.019989,440.39999,101628200,434.9562800000003,False,,,433.328002,390.83210589473686,102986810.0
2025-09-29,444.35001,450.98001,439.5,443.20999,79491500,443.07027742857167,False,,,435.12800200000004,393.4510001,94553590.0
2025-09-30,441.51999,445.0,433.12,444.72,74358000,450.3737082857146,True,extremum,peak,438.90199999999993,399.21900059999996,91560820.0
2025-10-01,443.79999,462.29001,440.75,459.45999,98122300,450.29542542857166,False,,,442.235996,405.4875003,90759700.0
2025-10-02,470.54001,470.75,435.57001,436.0,137009000,439.7019931428574,False,,,444.75799399999994,410.3610003,95415150.0
2025-10-03,443.29001,446.76999,416.57999,429.82999,133188200,437.1559963428574,True,extremum,trough,442.643994,414.3104998,99420870.0
2025-10-06,440.75,453.54999,436.69,453.25,85324900,441.03485234285733,False,,,444.65199599999994,419.6530003,98242480.0
2025-10-07,447.82001,452.67999,432.45001,433.089996,102296100,441.9914266285717,True,extremum,peak,442.3259952,423.9590001,100129820.0
2025-10-08,437.57001,441.32999,425.23001,438.69,71192100,436.60200291428595,False,,,438.17199719999996,428.50399959999993,97935670.0
2025-10-09,431.81,436.35001,426.17999,435.54001,69339900,429.2391454857145,False,,,438.07999920000003,431.8405001,95195020.0
2025-10-10,436.54001,443.13,411.45001,413.48999,112107900,425.22342457142884,True,extremum,trough,434.8119992,432.7179996,96242990.0
2025-10-13,423.53,436.89001,419.70001,435.89999,79552800,426.02827400000024,True,,,431.3419972,434.01099865,96249120.0
2025-10-14,426.79001,434.20001,417.85999,429.23999,72669400,434.9417034285717,True,extremum,peak,430.571996,434.39199815,96080260.0
2025-10-15,434.89999,440.51001,426.32999,435.14999,71558200,430.50856400000026,True,extremum,trough,429.863994,434.85649815,93423850.0
2025-10-16,434.73001,439.35001,421.31,428.75,77189900,432.9217125714289,False,,,428.505992,435.45149764999996,87441940.0
2025-10-17,425.5,441.45999,423.60001,439.31,89331600,438.5479965714288,False,,,433.669994,436.11349729999995,83056280.0
2025-10-20,443.87,449.79999,440.60999,447.42999,63719000,445.3162842857146,True,extremum,peak,435.975994,436.7744973,80895690.0
2025-10-21,445.76001,449.29999,442.049988,442.60001,54412200,442.7465720000003,True,,,438.64799800000003,437.6119973,76107300.0
2025-10-22,443.45001,445.54001,429.0,438.97,84023500,443.3714362857146,False,,,439.412,437.4209968,77390440.0
