datetime,open,high,low,close,volume,smoothed_close,is_critical,critical_type,critical_subtype,ma_short,ma_long,volume_ma
2025-09-02,170.0,172.38,167.22,170.78,231164900,170.51585737142855,False,,,170.78,170.78,231164900.0
2025-09-03,171.059998,172.41,168.88,170.62,164424900,171.67657051428571,True,extremum,peak,170.7,170.7,197794900.0
2025-09-04,170.57001,171.86,169.41,171.66,141670100,170.0751442285715,False,,,171.01999999999998,171.01999999999998,179086633.33333334
2025-09-05,168.029999,169.029999,164.070007,167.020004,224441400,168.4240028000001,False,,,170.020001,170.020001,190425325.0
2025-09-08,167.55,170.96001,167.35001,168.31,163769100,167.64742651428583,True,extremum,trough,169.6780008,169.6780008,185094080.0
2025-09-09,169.089996,170.98,166.74001,170.75999,157548400,171.94370908571437,True,,,169.6739988,169.85833233333332,180503133.33333334
2025-09-10,176.64,179.28999,175.47,177.33,226852000,175.75371000000013,True,,,171.0159988,170.92571342857144,187124400.0
2025-09-11,179.67999,180.28,176.48,177.17,151159300,177.94743285714293,True,extremum,peak,172.1179988,171.70624924999998,182628762.5
2025-09-12,177.77,178.60001,176.45,177.82001,124911000,177.8671477142858,False,,,174.278,172.385556,176215677.7777778
2025-09-15,175.67,178.85001,174.50999,177.75,147061600,177.47914714285724,False,,,176.166,172.9220004,173300270.0
2025-09-16,177.0,177.5,174.38,174.88,140737800,173.92170914285725,False,,,176.990002,173.10000036363635,164257560.0
2025-09-17,172.64,173.2,168.41,170.28999,211843800,172.71742714285722,True,extremum,trough,175.582,172.86583283333334,168999450.0
2025-09-18,173.98,177.10001,172.96001,176.24001,191763300,173.83228714285724,False,,,175.396002,173.12538492307692,174008770.0
2025-09-19,175.77,178.080002,175.17999,176.67,237182100,179.29800514285725,False,,,175.166,173.37857171428573,175282840.0
2025-09-22,175.3,184.55,174.71001,183.61,269637000,180.6554242857144,True,extremum,peak,176.338,174.06066693333332,185869630.0
2025-09-23,181.97,182.42,176.21001,178.42999,192559600,179.91970942857154,False,,,177.047998,174.333749625,189370750.0
2025-09-24,179.77,179.78,175.39999,176.97,143564100,177.04371085714297,True,extremum,trough,178.384,174.4888231764706,181041960.0
2025-09-25,174.48,180.25999,173.13,177.69,191586700,177.19457142857152,False,,,178.673998,174.66666633333332,185084700.0
2025-09-26,178.17,179.77,174.92999,178.19,148573700,178.65886057142865,False,,,178.977998,174.85210494736842,187450970.0
2025-09-29,180.42999,184.0,180.32001,181.85001,193063500,182.11143257142868,False,,,178.626,175.2020002,192051160.0
2025-09-30,182.080002,187.35001,181.48,186.58,236981000,185.70572114285727,False,,,180.25600200000002,175.99200019999998,201675480.0
2025-10-01,185.24001,188.14,183.89999,187.24001,173844900,188.00886114285726,False,,,182.310004,176.8230007,197875590.0
2025-10-02,189.60001,191.050003,188.059998,188.89,136805800,188.3740042857144,True,extremum,peak,184.550004,177.6845007,192379840.0
